Participant,Clip,CausalRating,ClipOrderCausal,CounterfactualRating,ClipOrderCounterfactual,Experiment
31,4,-100,17,85,40,causal_before_counterfactual
31,5,-100,14,99,34,causal_before_counterfactual
31,6,-100,18,0,28,causal_before_counterfactual
31,7,-43,15,100,38,causal_before_counterfactual
31,8,99,8,94,35,causal_before_counterfactual
31,9,-77,10,91,33,causal_before_counterfactual
31,10,51,19,75,30,causal_before_counterfactual
31,11,-100,3,97,36,causal_before_counterfactual
31,12,82,16,100,23,causal_before_counterfactual
31,13,100,4,18,27,causal_before_counterfactual
31,14,63,11,5,25,causal_before_counterfactual
31,15,69,13,100,31,causal_before_counterfactual
31,16,1,6,91,26,causal_before_counterfactual
31,17,99,20,96,32,causal_before_counterfactual
31,18,100,12,99,29,causal_before_counterfactual
31,19,-100,2,86,22,causal_before_counterfactual
31,20,100,1,13,21,causal_before_counterfactual
32,1,0,7,0,40,causal_before_counterfactual
32,2,0,15,0,36,causal_before_counterfactual
32,3,-100,4,100,23,causal_before_counterfactual
32,4,-100,13,100,26,causal_before_counterfactual
32,5,-97,16,100,30,causal_before_counterfactual
32,6,-97,12,100,38,causal_before_counterfactual
32,7,0,9,0,32,causal_before_counterfactual
32,8,100,19,0,27,causal_before_counterfactual
32,9,-100,6,100,24,causal_before_counterfactual
32,10,0,17,100,39,causal_before_counterfactual
32,11,-100,3,100,28,causal_before_counterfactual
32,12,0,11,100,31,causal_before_counterfactual
32,13,100,10,0,25,causal_before_counterfactual
32,14,100,18,0,34,causal_before_counterfactual
32,15,0,20,100,29,causal_before_counterfactual
32,16,0,14,100,33,causal_before_counterfactual
32,17,0,8,99,37,causal_before_counterfactual
32,18,0,5,100,35,causal_before_counterfactual
32,19,-100,1,100,22,causal_before_counterfactual
32,20,0,2,0,21,causal_before_counterfactual
33,1,0,12,0,39,causal_before_counterfactual
33,2,0,6,3,26,causal_before_counterfactual
33,3,-89,9,16,23,causal_before_counterfactual
33,4,-14,7,88,35,causal_before_counterfactual
33,5,-93,11,100,27,causal_before_counterfactual
33,6,-82,18,100,32,causal_before_counterfactual
33,7,-11,15,1,24,causal_before_counterfactual
33,8,99,5,0,33,causal_before_counterfactual
33,9,-34,14,75,28,causal_before_counterfactual
33,10,94,20,0,30,causal_before_counterfactual
33,11,-65,3,100,31,causal_before_counterfactual
33,12,40,10,100,37,causal_before_counterfactual
33,13,99,4,0,38,causal_before_counterfactual
33,14,12,8,0,36,causal_before_counterfactual
33,15,38,17,32,40,causal_before_counterfactual
33,16,82,13,20,25,causal_before_counterfactual
33,17,34,19,100,34,causal_before_counterfactual
33,18,13,16,100,29,causal_before_counterfactual
33,19,-98,2,98,22,causal_before_counterfactual
33,20,100,1,30,21,causal_before_counterfactual
34,1,0,4,3,33,causal_before_counterfactual
34,2,0,9,100,27,causal_before_counterfactual
34,3,0,18,6,25,causal_before_counterfactual
34,4,0,11,99,36,causal_before_counterfactual
34,5,-100,14,0,23,causal_before_counterfactual
34,6,-100,17,98,30,causal_before_counterfactual
34,7,0,5,0,29,causal_before_counterfactual
34,8,100,20,0,35,causal_before_counterfactual
34,9,0,12,0,40,causal_before_counterfactual
34,10,100,13,100,26,causal_before_counterfactual
34,11,-100,16,100,32,causal_before_counterfactual
34,12,100,19,100,37,causal_before_counterfactual
34,13,97,3,0,34,causal_before_counterfactual
34,14,100,15,0,38,causal_before_counterfactual
34,15,100,10,61,39,causal_before_counterfactual
34,16,100,7,0,31,causal_before_counterfactual
34,17,100,8,80,24,causal_before_counterfactual
34,18,0,6,100,28,causal_before_counterfactual
34,19,-100,2,100,22,causal_before_counterfactual
34,20,100,1,0,21,causal_before_counterfactual
35,1,-74,7,15,27,causal_before_counterfactual
35,2,-29,8,4,40,causal_before_counterfactual
35,3,11,14,65,34,causal_before_counterfactual
35,4,-74,16,73,39,causal_before_counterfactual
35,5,-92,19,97,30,causal_before_counterfactual
35,6,-69,13,90,23,causal_before_counterfactual
35,7,-43,6,5,37,causal_before_counterfactual
35,8,86,20,4,38,causal_before_counterfactual
35,9,7,15,2,24,causal_before_counterfactual
35,10,65,9,71,36,causal_before_counterfactual
35,11,-81,12,96,35,causal_before_counterfactual
35,12,15,3,79,26,causal_before_counterfactual
35,13,92,18,2,28,causal_before_counterfactual
35,14,58,5,1,29,causal_before_counterfactual
35,15,40,11,16,25,causal_before_counterfactual
35,16,81,10,3,33,causal_before_counterfactual
35,17,74,4,94,32,causal_before_counterfactual
35,18,71,17,99,31,causal_before_counterfactual
35,19,70,1,98,22,causal_before_counterfactual
35,20,52,2,93,21,causal_before_counterfactual
36,1,0,7,0,37,causal_before_counterfactual
36,2,-1,16,24,25,causal_before_counterfactual
36,3,0,20,32,33,causal_before_counterfactual
36,4,-57,4,69,34,causal_before_counterfactual
36,5,-89,6,91,23,causal_before_counterfactual
36,6,-97,18,88,35,causal_before_counterfactual
36,7,-1,14,4,29,causal_before_counterfactual
36,8,94,11,22,30,causal_before_counterfactual
36,9,0,12,55,40,causal_before_counterfactual
36,10,94,17,53,31,causal_before_counterfactual
36,11,-89,10,93,39,causal_before_counterfactual
36,12,2,19,92,36,causal_before_counterfactual
36,13,91,15,16,24,causal_before_counterfactual
36,14,99,8,0,32,causal_before_counterfactual
36,15,91,9,81,28,causal_before_counterfactual
36,16,85,3,0,26,causal_before_counterfactual
36,17,0,5,81,27,causal_before_counterfactual
36,18,0,13,96,38,causal_before_counterfactual
36,19,-42,1,87,22,causal_before_counterfactual
36,20,76,2,58,21,causal_before_counterfactual
37,1,0,15,0,31,causal_before_counterfactual
37,2,0,6,0,23,causal_before_counterfactual
37,3,-70,11,0,24,causal_before_counterfactual
37,4,2,7,0,40,causal_before_counterfactual
37,5,-100,16,100,36,causal_before_counterfactual
37,6,-21,3,100,37,causal_before_counterfactual
37,7,-12,14,0,27,causal_before_counterfactual
37,8,75,9,0,38,causal_before_counterfactual
37,9,-27,19,100,35,causal_before_counterfactual
37,10,61,12,70,30,causal_before_counterfactual
37,11,-98,17,82,25,causal_before_counterfactual
37,12,73,10,100,34,causal_before_counterfactual
37,13,99,8,0,26,causal_before_counterfactual
37,14,0,4,0,28,causal_before_counterfactual
37,15,29,5,16,33,causal_before_counterfactual
37,16,84,18,15,32,causal_before_counterfactual
37,17,15,13,100,39,causal_before_counterfactual
37,18,0,20,100,29,causal_before_counterfactual
37,19,-36,1,100,21,causal_before_counterfactual
37,20,97,2,100,22,causal_before_counterfactual
38,1,2,12,9,34,causal_before_counterfactual
38,2,1,4,30,29,causal_before_counterfactual
38,3,-88,10,32,31,causal_before_counterfactual
38,4,-100,5,23,33,causal_before_counterfactual
38,5,-80,11,99,37,causal_before_counterfactual
38,6,-15,3,96,27,causal_before_counterfactual
38,7,-2,8,13,40,causal_before_counterfactual
38,8,78,7,5,35,causal_before_counterfactual
38,9,16,19,61,25,causal_before_counterfactual
38,10,70,17,32,30,causal_before_counterfactual
38,11,-42,14,91,26,causal_before_counterfactual
38,12,49,9,99,32,causal_before_counterfactual
38,13,100,6,15,24,causal_before_counterfactual
38,14,80,13,5,28,causal_before_counterfactual
38,15,39,16,64,36,causal_before_counterfactual
38,16,70,15,67,39,causal_before_counterfactual
38,17,8,20,98,38,causal_before_counterfactual
38,18,1,18,98,23,causal_before_counterfactual
38,19,-48,2,94,21,causal_before_counterfactual
38,20,-1,1,74,22,causal_before_counterfactual
39,1,0,16,0,23,causal_before_counterfactual
39,2,-48,10,0,33,causal_before_counterfactual
39,3,-22,13,100,36,causal_before_counterfactual
39,4,0,18,0,29,causal_before_counterfactual
39,5,-100,11,99,31,causal_before_counterfactual
39,6,24,9,100,26,causal_before_counterfactual
39,7,0,12,0,34,causal_before_counterfactual
39,8,57,4,0,24,causal_before_counterfactual
39,9,0,3,100,35,causal_before_counterfactual
39,10,16,5,100,27,causal_before_counterfactual
39,11,-75,14,94,38,causal_before_counterfactual
39,12,0,8,100,32,causal_before_counterfactual
39,13,0,20,2,40,causal_before_counterfactual
39,14,54,6,2,39,causal_before_counterfactual
39,15,78,17,100,30,causal_before_counterfactual
39,16,86,15,50,37,causal_before_counterfactual
39,17,0,7,100,28,causal_before_counterfactual
39,18,0,19,98,25,causal_before_counterfactual
39,19,-100,2,100,21,causal_before_counterfactual
39,20,46,1,100,22,causal_before_counterfactual
40,1,-19,7,0,38,causal_before_counterfactual
40,2,-18,6,41,31,causal_before_counterfactual
40,3,-7,14,11,35,causal_before_counterfactual
40,4,-94,13,29,30,causal_before_counterfactual
40,5,-98,9,100,39,causal_before_counterfactual
40,6,-95,8,95,27,causal_before_counterfactual
40,7,0,5,0,32,causal_before_counterfactual
40,8,73,15,11,25,causal_before_counterfactual
40,9,-1,10,35,26,causal_before_counterfactual
40,10,78,17,15,24,causal_before_counterfactual
40,11,-89,20,89,40,causal_before_counterfactual
40,12,90,11,100,37,causal_before_counterfactual
40,13,100,16,57,36,causal_before_counterfactual
40,14,92,19,7,28,causal_before_counterfactual
40,15,92,4,12,23,causal_before_counterfactual
40,16,91,12,6,29,causal_before_counterfactual
40,17,100,3,100,33,causal_before_counterfactual
40,18,75,18,99,34,causal_before_counterfactual
40,19,-76,2,100,21,causal_before_counterfactual
40,20,52,1,20,22,causal_before_counterfactual
41,1,0,28,0,3,counterfactual_before_causal
41,2,0,31,0,4,counterfactual_before_causal
41,3,0,30,75,18,counterfactual_before_causal
41,4,-76,29,16,8,counterfactual_before_causal
41,5,-100,32,100,17,counterfactual_before_causal
41,6,-100,37,99,12,counterfactual_before_causal
41,7,0,35,0,16,counterfactual_before_causal
41,8,100,33,0,20,counterfactual_before_causal
41,9,0,26,11,15,counterfactual_before_causal
41,10,100,23,8,13,counterfactual_before_causal
41,11,-100,34,100,10,counterfactual_before_causal
41,12,0,36,100,7,counterfactual_before_causal
41,13,100,24,0,5,counterfactual_before_causal
41,14,100,39,0,19,counterfactual_before_causal
41,15,0,27,0,6,counterfactual_before_causal
41,16,100,25,0,14,counterfactual_before_causal
41,17,0,38,100,11,counterfactual_before_causal
41,18,0,40,99,9,counterfactual_before_causal
41,19,-98,22,67,1,counterfactual_before_causal
41,20,0,21,100,2,counterfactual_before_causal
42,1,1,23,0,11,counterfactual_before_causal
42,2,-14,29,0,6,counterfactual_before_causal
42,3,-69,38,75,8,counterfactual_before_causal
42,4,-49,36,64,3,counterfactual_before_causal
42,5,-100,39,100,18,counterfactual_before_causal
42,6,-100,40,100,12,counterfactual_before_causal
42,7,-8,37,0,13,counterfactual_before_causal
42,8,100,35,0,19,counterfactual_before_causal
42,9,-59,33,61,20,counterfactual_before_causal
42,10,73,34,31,14,counterfactual_before_causal
42,11,-100,25,100,5,counterfactual_before_causal
42,12,14,26,100,4,counterfactual_before_causal
42,13,100,24,0,7,counterfactual_before_causal
42,14,100,27,0,10,counterfactual_before_causal
42,15,39,32,79,16,counterfactual_before_causal
42,16,100,28,20,15,counterfactual_before_causal
42,17,53,31,100,9,counterfactual_before_causal
42,18,45,30,100,17,counterfactual_before_causal
42,19,-100,21,24,1,counterfactual_before_causal
42,20,57,22,94,2,counterfactual_before_causal
43,1,0,30,17,15,counterfactual_before_causal
43,2,-65,28,2,20,counterfactual_before_causal
43,3,-40,33,17,14,counterfactual_before_causal
43,4,-76,35,32,11,counterfactual_before_causal
43,5,-91,25,86,10,counterfactual_before_causal
43,6,0,39,100,8,counterfactual_before_causal
43,7,0,24,100,7,counterfactual_before_causal
43,8,75,34,17,16,counterfactual_before_causal
43,9,0,40,87,12,counterfactual_before_causal
43,10,75,38,68,17,counterfactual_before_causal
43,11,-69,32,85,13,counterfactual_before_causal
43,12,0,37,95,18,counterfactual_before_causal
43,13,0,36,10,19,counterfactual_before_causal
43,14,87,29,0,5,counterfactual_before_causal
43,15,67,23,24,9,counterfactual_before_causal
43,16,47,27,37,6,counterfactual_before_causal
43,17,0,26,0,3,counterfactual_before_causal
43,18,0,31,23,4,counterfactual_before_causal
43,19,-95,22,83,1,counterfactual_before_causal
43,20,100,21,19,2,counterfactual_before_causal
44,1,0,40,6,16,counterfactual_before_causal
44,2,0,30,26,17,counterfactual_before_causal
44,3,-94,28,7,12,counterfactual_before_causal
44,4,0,32,95,15,counterfactual_before_causal
44,5,-69,39,96,11,counterfactual_before_causal
44,6,-49,26,97,7,counterfactual_before_causal
44,7,0,25,28,5,counterfactual_before_causal
44,8,0,36,9,14,counterfactual_before_causal
44,9,-88,29,95,20,counterfactual_before_causal
44,10,74,34,96,3,counterfactual_before_causal
44,11,-93,38,91,4,counterfactual_before_causal
44,12,30,24,90,19,counterfactual_before_causal
44,13,82,37,3,10,counterfactual_before_causal
44,14,59,23,6,6,counterfactual_before_causal
44,15,0,35,32,8,counterfactual_before_causal
44,16,0,33,19,18,counterfactual_before_causal
44,17,0,27,88,13,counterfactual_before_causal
44,18,0,31,95,9,counterfactual_before_causal
44,19,-23,22,95,1,counterfactual_before_causal
44,20,50,21,92,2,counterfactual_before_causal
45,1,0,39,0,16,counterfactual_before_causal
45,2,0,25,2,8,counterfactual_before_causal
45,3,-73,36,87,19,counterfactual_before_causal
45,4,-60,31,50,10,counterfactual_before_causal
45,5,-82,26,89,18,counterfactual_before_causal
45,6,-81,24,83,17,counterfactual_before_causal
45,7,0,40,16,4,counterfactual_before_causal
45,8,77,32,13,20,counterfactual_before_causal
45,9,0,30,7,11,counterfactual_before_causal
45,10,40,28,6,9,counterfactual_before_causal
45,11,-82,33,100,6,counterfactual_before_causal
45,12,0,35,18,3,counterfactual_before_causal
45,13,92,27,20,5,counterfactual_before_causal
45,14,100,34,15,7,counterfactual_before_causal
45,15,0,37,76,14,counterfactual_before_causal
45,16,60,38,15,15,counterfactual_before_causal
45,17,0,29,97,13,counterfactual_before_causal
45,18,0,23,87,12,counterfactual_before_causal
45,19,-94,22,8,2,counterfactual_before_causal
45,20,49,21,19,1,counterfactual_before_causal
46,1,-1,26,0,19,counterfactual_before_causal
46,2,-33,28,57,16,counterfactual_before_causal
46,3,-72,39,34,15,counterfactual_before_causal
46,4,-46,27,65,13,counterfactual_before_causal
46,5,-100,38,100,14,counterfactual_before_causal
46,6,-100,36,100,6,counterfactual_before_causal
46,7,-19,34,19,7,counterfactual_before_causal
46,8,100,24,0,17,counterfactual_before_causal
46,9,-76,32,42,11,counterfactual_before_causal
46,10,43,25,35,8,counterfactual_before_causal
46,11,-100,30,100,3,counterfactual_before_causal
46,12,0,29,100,18,counterfactual_before_causal
46,13,48,40,0,12,counterfactual_before_causal
46,14,100,31,0,4,counterfactual_before_causal
46,15,44,35,32,5,counterfactual_before_causal
46,16,100,37,29,20,counterfactual_before_causal
46,17,0,23,100,10,counterfactual_before_causal
46,18,0,33,20,9,counterfactual_before_causal
46,19,-100,22,68,2,counterfactual_before_causal
46,20,52,21,30,1,counterfactual_before_causal
47,1,0,37,0,3,counterfactual_before_causal
47,2,0,32,0,6,counterfactual_before_causal
47,3,0,33,0,11,counterfactual_before_causal
47,4,-100,36,100,12,counterfactual_before_causal
47,5,-100,29,100,16,counterfactual_before_causal
47,6,-100,40,100,19,counterfactual_before_causal
47,7,0,28,0,9,counterfactual_before_causal
47,8,100,38,0,20,counterfactual_before_causal
47,9,-50,34,99,4,counterfactual_before_causal
47,10,95,23,100,5,counterfactual_before_causal
47,11,-100,27,100,14,counterfactual_before_causal
47,12,100,24,100,18,counterfactual_before_causal
47,13,100,30,0,13,counterfactual_before_causal
47,14,100,26,0,15,counterfactual_before_causal
47,15,100,25,100,7,counterfactual_before_causal
47,16,99,31,0,8,counterfactual_before_causal
47,17,57,35,100,17,counterfactual_before_causal
47,18,0,39,100,10,counterfactual_before_causal
47,19,-100,21,100,2,counterfactual_before_causal
47,20,100,22,100,1,counterfactual_before_causal
48,1,0,29,0,5,counterfactual_before_causal
48,2,0,28,0,18,counterfactual_before_causal
48,3,-100,36,100,3,counterfactual_before_causal
48,4,-100,25,0,13,counterfactual_before_causal
48,5,-100,23,100,9,counterfactual_before_causal
48,6,-100,34,100,20,counterfactual_before_causal
48,7,0,30,0,14,counterfactual_before_causal
48,8,100,38,0,16,counterfactual_before_causal
48,9,0,26,100,15,counterfactual_before_causal
48,10,100,35,100,10,counterfactual_before_causal
48,11,-100,32,100,4,counterfactual_before_causal
48,12,0,40,100,6,counterfactual_before_causal
48,13,100,33,0,8,counterfactual_before_causal
48,14,100,39,0,12,counterfactual_before_causal
48,15,0,24,0,17,counterfactual_before_causal
48,16,100,27,0,11,counterfactual_before_causal
48,17,0,37,100,7,counterfactual_before_causal
48,18,0,31,100,19,counterfactual_before_causal
48,19,100,21,100,2,counterfactual_before_causal
48,20,0,22,99,1,counterfactual_before_causal
49,1,0,39,0,7,counterfactual_before_causal
49,2,0,34,0,9,counterfactual_before_causal
49,3,-71,25,100,6,counterfactual_before_causal
49,4,-37,35,86,5,counterfactual_before_causal
49,5,-100,23,100,15,counterfactual_before_causal
49,6,-100,33,100,14,counterfactual_before_causal
49,7,0,28,0,8,counterfactual_before_causal
49,8,100,27,0,13,counterfactual_before_causal
49,9,-69,32,81,12,counterfactual_before_causal
49,10,50,36,66,16,counterfactual_before_causal
49,11,-100,31,100,18,counterfactual_before_causal
49,12,0,30,100,20,counterfactual_before_causal
49,13,100,40,0,17,counterfactual_before_causal
49,14,100,24,0,10,counterfactual_before_causal
49,15,53,38,72,19,counterfactual_before_causal
49,16,82,37,68,3,counterfactual_before_causal
49,17,0,26,13,4,counterfactual_before_causal
49,18,0,29,100,11,counterfactual_before_causal
49,19,-100,21,8,1,counterfactual_before_causal
49,20,0,22,90,2,counterfactual_before_causal
50,1,-7,38,0,20,counterfactual_before_causal
50,2,0,29,0,15,counterfactual_before_causal
50,3,-100,40,99,16,counterfactual_before_causal
50,4,-100,26,7,9,counterfactual_before_causal
50,5,0,32,0,3,counterfactual_before_causal
50,6,-100,31,100,11,counterfactual_before_causal
50,7,0,28,100,8,counterfactual_before_causal
50,8,100,36,0,4,counterfactual_before_causal
50,9,-9,30,98,18,counterfactual_before_causal
50,10,100,33,28,19,counterfactual_before_causal
50,11,-100,27,100,13,counterfactual_before_causal
50,12,17,35,100,17,counterfactual_before_causal
50,13,100,39,0,6,counterfactual_before_causal
50,14,100,24,85,12,counterfactual_before_causal
50,15,8,37,100,14,counterfactual_before_causal
50,16,24,23,14,7,counterfactual_before_causal
50,17,42,25,11,5,counterfactual_before_causal
50,18,88,34,15,10,counterfactual_before_causal
50,19,-100,21,18,1,counterfactual_before_causal
50,20,0,22,81,2,counterfactual_before_causal
51,1,0,30,0,3,counterfactual_before_causal
51,2,-1,31,0,14,counterfactual_before_causal
51,3,-100,29,100,19,counterfactual_before_causal
51,4,-100,36,67,4,counterfactual_before_causal
51,5,-100,35,100,20,counterfactual_before_causal
51,6,0,32,0,6,counterfactual_before_causal
51,7,0,37,0,16,counterfactual_before_causal
51,8,100,38,100,13,counterfactual_before_causal
51,9,-100,40,100,9,counterfactual_before_causal
51,10,0,26,0,7,counterfactual_before_causal
51,11,-100,24,100,11,counterfactual_before_causal
51,12,100,39,100,10,counterfactual_before_causal
51,13,100,27,0,17,counterfactual_before_causal
51,14,100,28,0,8,counterfactual_before_causal
51,15,100,23,0,5,counterfactual_before_causal
51,16,0,25,100,15,counterfactual_before_causal
51,17,0,34,100,18,counterfactual_before_causal
51,18,0,33,100,12,counterfactual_before_causal
51,19,100,21,100,2,counterfactual_before_causal
51,20,100,22,82,1,counterfactual_before_causal
52,1,0,26,0,14,counterfactual_before_causal
52,2,0,37,0,7,counterfactual_before_causal
52,3,-100,35,19,17,counterfactual_before_causal
52,4,-34,40,72,18,counterfactual_before_causal
52,5,-100,27,100,3,counterfactual_before_causal
52,6,-100,25,96,5,counterfactual_before_causal
52,7,0,29,0,10,counterfactual_before_causal
52,8,100,24,0,8,counterfactual_before_causal
52,9,-100,38,99,19,counterfactual_before_causal
52,10,49,32,100,11,counterfactual_before_causal
52,11,-100,28,0,4,counterfactual_before_causal
52,12,0,30,100,12,counterfactual_before_causal
52,13,0,34,0,9,counterfactual_before_causal
52,14,100,23,0,13,counterfactual_before_causal
52,15,0,39,29,6,counterfactual_before_causal
52,16,39,31,61,16,counterfactual_before_causal
52,17,0,33,100,20,counterfactual_before_causal
52,18,0,36,98,15,counterfactual_before_causal
52,19,-100,21,100,2,counterfactual_before_causal
52,20,0,22,100,1,counterfactual_before_causal
53,1,0,28,4,3,counterfactual_before_causal
53,2,-19,32,30,16,counterfactual_before_causal
53,3,-28,36,57,5,counterfactual_before_causal
53,4,-35,35,81,10,counterfactual_before_causal
53,5,-40,25,27,9,counterfactual_before_causal
53,6,-67,23,50,11,counterfactual_before_causal
53,7,-12,31,27,14,counterfactual_before_causal
53,8,0,27,36,13,counterfactual_before_causal
53,9,-32,34,65,4,counterfactual_before_causal
53,10,65,40,76,6,counterfactual_before_causal
53,11,-70,30,71,12,counterfactual_before_causal
53,12,20,24,99,17,counterfactual_before_causal
53,13,23,26,27,20,counterfactual_before_causal
53,14,82,37,39,19,counterfactual_before_causal
53,15,16,29,26,15,counterfactual_before_causal
53,16,28,33,71,7,counterfactual_before_causal
53,17,48,38,66,8,counterfactual_before_causal
53,18,50,39,90,18,counterfactual_before_causal
53,19,-93,22,50,2,counterfactual_before_causal
53,20,83,21,20,1,counterfactual_before_causal
54,1,1,37,3,8,counterfactual_before_causal
54,2,7,29,20,10,counterfactual_before_causal
54,3,-83,27,88,11,counterfactual_before_causal
54,4,-83,33,4,15,counterfactual_before_causal
54,5,-98,31,97,16,counterfactual_before_causal
54,6,-47,38,8,19,counterfactual_before_causal
54,7,-2,34,2,4,counterfactual_before_causal
54,8,98,24,90,14,counterfactual_before_causal
54,9,4,25,12,3,counterfactual_before_causal
54,10,70,39,12,20,counterfactual_before_causal
54,11,0,23,2,5,counterfactual_before_causal
54,12,95,30,2,7,counterfactual_before_causal
54,13,89,40,1,18,counterfactual_before_causal
54,14,99,36,96,6,counterfactual_before_causal
54,15,95,32,78,13,counterfactual_before_causal
54,16,39,26,28,12,counterfactual_before_causal
54,17,98,35,61,9,counterfactual_before_causal
54,18,0,28,99,17,counterfactual_before_causal
54,19,-74,21,5,1,counterfactual_before_causal
54,20,92,22,70,2,counterfactual_before_causal
55,1,-44,38,0,19,counterfactual_before_causal
55,2,-54,34,0,10,counterfactual_before_causal
55,3,-100,26,100,12,counterfactual_before_causal
55,4,-100,37,79,4,counterfactual_before_causal
55,5,-100,31,38,5,counterfactual_before_causal
55,6,-100,29,100,18,counterfactual_before_causal
55,7,-40,30,0,20,counterfactual_before_causal
55,8,100,25,0,8,counterfactual_before_causal
55,9,-100,35,17,3,counterfactual_before_causal
55,10,54,39,28,7,counterfactual_before_causal
55,11,-100,27,100,6,counterfactual_before_causal
55,12,48,32,100,16,counterfactual_before_causal
55,13,100,40,0,17,counterfactual_before_causal
55,14,100,23,0,13,counterfactual_before_causal
55,15,49,36,29,15,counterfactual_before_causal
55,16,100,33,74,9,counterfactual_before_causal
55,17,35,28,100,11,counterfactual_before_causal
55,18,0,24,100,14,counterfactual_before_causal
55,19,-100,22,16,1,counterfactual_before_causal
55,20,100,21,77,2,counterfactual_before_causal
56,1,0,32,7,14,counterfactual_before_causal
56,2,0,38,18,16,counterfactual_before_causal
56,3,-12,29,77,18,counterfactual_before_causal
56,4,0,39,80,13,counterfactual_before_causal
56,5,-87,40,88,3,counterfactual_before_causal
56,6,-99,30,100,20,counterfactual_before_causal
56,7,0,34,5,10,counterfactual_before_causal
56,8,85,26,8,9,counterfactual_before_causal
56,9,-62,33,29,5,counterfactual_before_causal
56,10,71,27,31,15,counterfactual_before_causal
56,11,-82,36,97,4,counterfactual_before_causal
56,12,3,37,95,7,counterfactual_before_causal
56,13,100,25,8,6,counterfactual_before_causal
56,14,84,28,3,11,counterfactual_before_causal
56,15,17,24,92,8,counterfactual_before_causal
56,16,100,23,6,12,counterfactual_before_causal
56,17,0,31,92,19,counterfactual_before_causal
56,18,1,35,100,17,counterfactual_before_causal
56,19,-98,22,67,2,counterfactual_before_causal
56,20,0,21,93,1,counterfactual_before_causal
57,1,0,38,24,4,counterfactual_before_causal
57,2,0,37,15,15,counterfactual_before_causal
57,3,-68,34,79,13,counterfactual_before_causal
57,4,0,32,92,20,counterfactual_before_causal
57,5,-100,29,94,12,counterfactual_before_causal
57,6,-17,36,12,8,counterfactual_before_causal
57,7,-54,39,72,18,counterfactual_before_causal
57,8,96,30,18,10,counterfactual_before_causal
57,9,-68,40,73,19,counterfactual_before_causal
57,10,0,33,25,17,counterfactual_before_causal
57,11,-70,23,11,5,counterfactual_before_causal
57,12,9,31,11,14,counterfactual_before_causal
57,13,94,35,18,3,counterfactual_before_causal
57,14,96,24,3,7,counterfactual_before_causal
57,15,11,28,81,9,counterfactual_before_causal
57,16,95,25,12,6,counterfactual_before_causal
57,17,13,27,39,16,counterfactual_before_causal
57,18,0,26,95,11,counterfactual_before_causal
57,19,-95,22,81,1,counterfactual_before_causal
57,20,84,21,25,2,counterfactual_before_causal
58,1,0,39,81,10,counterfactual_before_causal
58,2,0,38,13,7,counterfactual_before_causal
58,3,0,29,37,13,counterfactual_before_causal
58,4,0,25,61,8,counterfactual_before_causal
58,5,-100,28,99,18,counterfactual_before_causal
58,6,-100,32,99,5,counterfactual_before_causal
58,7,0,36,0,3,counterfactual_before_causal
58,8,99,23,1,20,counterfactual_before_causal
58,9,-5,37,20,6,counterfactual_before_causal
58,10,99,40,50,15,counterfactual_before_causal
58,11,-100,24,99,17,counterfactual_before_causal
58,12,1,33,0,4,counterfactual_before_causal
58,13,99,30,0,19,counterfactual_before_causal
58,14,100,26,0,16,counterfactual_before_causal
58,15,13,31,76,12,counterfactual_before_causal
58,16,100,27,1,14,counterfactual_before_causal
58,17,0,35,99,9,counterfactual_before_causal
58,18,0,34,90,11,counterfactual_before_causal
58,19,99,21,22,1,counterfactual_before_causal
58,20,0,22,20,2,counterfactual_before_causal
59,1,0,29,0,11,counterfactual_before_causal
59,2,0,23,0,17,counterfactual_before_causal
59,3,0,30,15,20,counterfactual_before_causal
59,4,-100,34,0,3,counterfactual_before_causal
59,5,-100,26,100,8,counterfactual_before_causal
59,6,-100,32,0,19,counterfactual_before_causal
59,7,0,40,0,10,counterfactual_before_causal
59,8,100,35,0,16,counterfactual_before_causal
59,9,0,25,36,12,counterfactual_before_causal
59,10,83,38,19,7,counterfactual_before_causal
59,11,-100,33,100,4,counterfactual_before_causal
59,12,0,31,100,13,counterfactual_before_causal
59,13,100,27,0,6,counterfactual_before_causal
59,14,100,36,0,14,counterfactual_before_causal
59,15,60,28,6,9,counterfactual_before_causal
59,16,100,37,14,18,counterfactual_before_causal
59,17,0,24,100,15,counterfactual_before_causal
59,18,0,39,100,5,counterfactual_before_causal
59,19,-100,22,100,2,counterfactual_before_causal
59,20,0,21,100,1,counterfactual_before_causal
60,1,1,35,84,9,counterfactual_before_causal
60,2,-2,27,20,10,counterfactual_before_causal
60,3,-62,25,32,14,counterfactual_before_causal
60,4,-29,39,34,12,counterfactual_before_causal
60,5,-99,28,92,7,counterfactual_before_causal
60,6,-95,31,13,6,counterfactual_before_causal
60,7,2,40,7,5,counterfactual_before_causal
60,8,97,32,16,17,counterfactual_before_causal
60,9,72,24,84,8,counterfactual_before_causal
60,10,64,29,42,19,counterfactual_before_causal
60,11,-92,30,84,13,counterfactual_before_causal
60,12,4,38,6,4,counterfactual_before_causal
60,13,94,37,24,3,counterfactual_before_causal
60,14,99,26,6,15,counterfactual_before_causal
60,15,25,23,66,16,counterfactual_before_causal
60,16,2,34,34,18,counterfactual_before_causal
60,17,12,36,81,20,counterfactual_before_causal
60,18,-96,33,13,11,counterfactual_before_causal
60,19,-46,21,84,2,counterfactual_before_causal
60,20,70,22,84,1,counterfactual_before_causal
